INSTNM,CITY,STATE,STABBR,ZIP,LATITUDE,LONGITUDE,INSTURL
Anne Arundel Community College,Arnold,Maryland ,MD,21012-1895,39.049813,-76.512223,www.aacc.edu/
Annenberg School of Nursing,Reseda,California ,CA,91335-5426,34.200825,-118.553851,www.asn.edu/
Anoka Technical College,Anoka,Minnesota ,MN,55303,45.216709,-93.416087,www.anokatech.edu/
Anoka-Ramsey Community College,Coon Rapids,Minnesota ,MN,55433-3470,45.172978,-93.351697,www.anokaramsey.edu/
Anoka-Ramsey Community College-Cambridge Campus,Cambridge,Minnesota ,MN,55008-5704,nan,nan,www.anokaramsey.edu/
Another Level Barbering and Cosmetology School,Petersburg,Virginia ,VA,23803-3245,37.228645,-77.403817,www.albcschool.edu/
Anousheh School of Hair,Binghamton,New York ,NY,13903-1559,42.087554,-75.917306,www.anoushehschoolofhair.com/
Anson College of Cosmetology,Wadesboro,North Carolina ,NC,28170-2147,34.963535,-80.055083,ansoncollegeofcosmetology.com/
Antelope Valley Community College District,Lancaster,California ,CA,93536-5426,34.676207,-118.186166,www.avc.edu/
Antilles School of Technical Careers,San Juan,Puerto Rico ,PR,00909,18.438416,-66.059206,https://antillespr.edu/
Antioch College,Yellow Springs,Ohio ,OH,45387,39.799806,-83.888077,antiochcollege.edu/
Antioch University,Yellow Springs,Ohio ,OH,45387,39.80321,-83.908684,midwest.antioch.edu/
Antioch University Online,Yellow Springs,Ohio ,OH,45387,39.80321,-83.908684,online.antioch.edu/
Antioch University-Los Angeles,Culver City,California ,CA,90230-7615,33.988533,-118.384458,www.antiochla.edu/
Antioch University-New England,Keene,New Hampshire ,NH,03431,42.932344,-72.293798,www.antiochne.edu/
Antioch University-PhD Program in Leadership and Change,Yellow Springs,Ohio ,OH,45387,39.80321,-83.908684,www.antioch.edu/gslc/
Antioch University-Santa Barbara,Santa Barbara,California ,CA,93101,34.419203,-119.6958,www.antiochsb.edu/
Antioch University-Seattle,Seattle,Washington ,WA,98121-1814,47.615916,-122.346318,www.antiochseattle.edu/
Aparicio-Levy Technical College,Tampa,Florida ,FL,33610,27.990625,-82.332285,https://www.hillsboroughschools.org/altc
Apex Academy Hair Skin Nails School of Cosmetology,Ontario,Ohio ,OH,44906-1793,40.771672,-82.577702,https://www.apexacademy2013.com/
Apex College of Veterinary Technology,Colorado Springs,Colorado ,CO,80903,38.828277,-104.813477,https://www.apexcvt.edu/
Apex Technical School,Long Island City,New York ,NY,11101,40.75043,-73.941511,www.apexschool.com/
Apollo Career Center,Lima,Ohio ,OH,45806-1497,40.692999,-84.149151,https://www.apollocareercenter.com/adult-education/
Appalachian Beauty School,Belfry,Kentucky ,KY,41514,37.624479,-82.266793,appalachianbeautyschool.com/
Appalachian Bible College,Mount Hope,West Virginia ,WV,25880-9557,37.853335,-81.198867,https://abc.edu/
Appalachian College of Pharmacy,Oakwood,Virginia ,VA,24631,37.211629,-82.006195,www.acp.edu/
Appalachian School of Law,Grundy,Virginia ,VA,24614,37.277669,-82.095648,www.asl.edu/
Appalachian State University,Boone,North Carolina ,NC,28608,36.215536,-81.680583,www.appstate.edu/
Applied Technology Services,Sunset Hills,Missouri ,MO,63127,38.542285,-90.413236,www.appliedtech-stl.com/
Aquinas College,Grand Rapids,Michigan ,MI,49506-1801,42.96019,-85.628785,www.aquinas.edu/
Aquinas Institute of Theology,Saint Louis,Missouri ,MO,63108-3323,38.634329,-90.237795,www.ai.edu/
Arapahoe Community College,Littleton,Colorado ,CO,80160-9002,39.607505,-105.018631,www.arapahoe.edu/
Arcadia University,Glenside,Pennsylvania ,PA,19038-3295,40.092606,-75.163876,https://www.arcadia.edu/
Arclabs,Piedmont,South Carolina ,SC,29673-6729,34.77072,-82.461311,https://www.arclabs.edu/
Arizona Academy of Beauty,Tucson,Arizona ,AZ,85712,32.237253,-110.872305,www.arizonaacademy.com/
Arizona Christian University,Glendale,Arizona ,AZ,85306-3216,33.622952,-112.181776,arizonachristian.edu/
Arizona College of Nursing-Dallas,Dallas,Texas ,TX,75243-1200,32.923106,-96.75999,https://www.arizonacollege.edu/
Arizona College of Nursing-Fort Lauderdale,Fort Lauderdale,Florida ,FL,33334-3637,26.205783,-80.138479,https://www.arizonacollege.edu/
Arizona College of Nursing-Las Vegas,Las Vegas,Nevada ,NV,89113,36.1456,-115.171331,https://www.arizonacollege.edu/
Arizona College of Nursing-Phoenix,Phoenix,Arizona ,AZ,85053-4058,33.635804,-112.117327,https://www.arizonacollege.edu/
Arizona College of Nursing-Tampa,Tampa,Florida ,FL,33607,27.955614,-82.523369,https://www.arizonacollege.edu/
Arizona College of Nursing-Tempe,Tempe,Arizona ,AZ,85282-1840,33.56636,-112.154233,www.arizonacollege.edu/
Arizona College of Nursing-Tempe,Tempe,Arizona ,AZ,85282-1840,33.403079,-111.965808,https://www.arizonacollege.edu/
Arizona College of Nursing-Tucson,Tucson,Arizona ,AZ,85711,32.217803,-110.875881,https://www.arizonacollege.edu/
Arizona College-Mesa,Mesa,Arizona ,AZ,85201,33.418374,-111.873428,https://www.arizonacollege.edu/
Arizona Culinary Institute,Scottsdale,Arizona ,AZ,85259,33.581935,-111.831237,www.azculinary.edu/
Arizona School of Acupuncture and Oriental Medicine,Tucson,Arizona ,AZ,85716-1518,32.264559,-110.929118,www.asaom.edu/
Arizona School of Integrative Studies,Tucson,Arizona ,AZ,85705,32.23013,-110.969111,asismassage.edu/
Arizona State University - Cochise,Sierra Vista,Arizona ,AZ,85635-2317,nan,nan,www.asu.edu/
Arizona State University - Lake Havasu,Lake Havasu City,Arizona ,AZ,86403-6877,nan,nan,www.asu.edu/
Arizona State University - Pima,Tucson,Arizona ,AZ,85709-0001,nan,nan,www.asu.edu/
Arizona State University - Pinal,Casa Grande,Arizona ,AZ,85122,nan,nan,www.asu.edu/
Arizona State University - The Gila Valley,Thatcher,Arizona ,AZ,85552-5545,nan,nan,www.asu.edu/
Arizona State University - Tucson,Tucson,Arizona ,AZ,85745-4284,nan,nan,www.asu.edu/
Arizona State University - Washington D.C.,Washington,District of Columbia ,DC,20006-5407,nan,nan,www.asu.edu/
Arizona State University - Yavapai,Prescott Valley,Arizona ,AZ,86314-2252,nan,nan,www.asu.edu/
Arizona State University - Yuma,Yuma,Arizona ,AZ,85365-6900,nan,nan,www.asu.edu/
Arizona State University Campus Immersion,Tempe,Arizona ,AZ,85287,33.417721,-111.934383,www.asu.edu/
Arizona State University Digital Immersion,Scottsdale,Arizona ,AZ,85257,33.463786,-111.923861,www.asu.edu/
Arizona State University-Downtown Phoenix,Phoenix,Arizona ,AZ,85004,nan,nan,www.asu.edu/
Arizona State University-Polytechnic,Mesa,Arizona ,AZ,85212,nan,nan,www.asu.edu/
Arizona State University-West,Glendale,Arizona ,AZ,85306,nan,nan,www.asu.edu/
Arizona Western College,Yuma,Arizona ,AZ,85365-8834,32.689306,-114.495968,https://www.azwestern.edu/
Arkansas Baptist College,Little Rock,Arkansas ,AR,72202-6068,34.734751,-92.290555,www.arkansasbaptist.edu/
Arkansas Beauty College,Russellville,Arkansas ,AR,72801,35.27902,-93.135369,https://www.arkansasbeautycollege.us/
Arkansas Beauty School-Little Rock,Little Rock,Arkansas ,AR,72209,34.672171,-92.343366,arbs.edu/
Arkansas College of Barbering and Hair Design,Little Rock,Arkansas ,AR,72205-4949,nan,nan,www.acbhd.edu/
Arkansas Colleges of Health Education,Fort Smith,Arkansas ,AR,72916-0366,35.317421,-94.319084,acheedu.org/
Arkansas Northeastern College,Blytheville,Arkansas ,AR,72316-1109,35.898597,-89.921005,www.anc.edu/
Arkansas State University,Jonesboro,Arkansas ,AR,72401,35.842388,-90.679988,www.astate.edu/
Arkansas State University Mid-South,West Memphis,Arkansas ,AR,72301-3829,35.145736,-90.22285,www.asumidsouth.edu/
Arkansas State University Three Rivers,Malvern,Arkansas ,AR,72104-0816,34.378745,-92.821416,www.asutr.edu/
Arkansas State University-Beebe,Beebe,Arkansas ,AR,72012-1000,35.074176,-91.895351,www.asub.edu/
Arkansas State University-Mountain Home,Mountain Home,Arkansas ,AR,72653,36.320466,-92.388581,www.asumh.edu/
Arkansas State University-Newport,Newport,Arkansas ,AR,72112,35.638722,-91.188846,www.asun.edu/
Arkansas Tech University,Russellville,Arkansas ,AR,72801-2222,35.293237,-93.13562,www.atu.edu/
Arkansas Technical School,North Little Rock,Arkansas ,AR,72114,34.753843,-92.266429,www.arktech.edu/
Arkansas Welding Academy,Jacksonville,Arkansas ,AR,72076,34.883474,-92.139911,https://www.arkansasweldingacademy.com/
Arlington Baptist University,Arlington,Texas ,TX,76012-3425,32.739489,-97.156024,https://abu.edu/
Arlington Career Institute,Grand Prairie,Texas ,TX,75050-2636,32.77244,-97.052772,www.arlingtoncareerinstitute.edu/
Arnolds Beauty School,Milan,Tennessee ,TN,38358,35.919195,-88.760125,arnoldsbeautyschool.com/
Arnot Ogden Medical Center,Elmira,New York ,NY,14905-1676,42.101171,-76.828062,www.arnothealth.org/
Arrojo Cosmetology School,New York,New York ,NY,10014,40.72765,-74.005007,www.arrojocosmetology.com/
Art Academy of Cincinnati,Cincinnati,Ohio ,OH,45202-1706,39.108805,-84.513913,www.artacademy.edu/
Art Center College of Design,Pasadena,California ,CA,91103,34.169031,-118.185102,www.artcenter.edu/
Arthur's Beauty College,Fort Smith,Arkansas ,AR,72901-3342,35.379955,-94.410967,www.arthursbeautycollege.com/
Arthur's Beauty College,Conway,Arkansas ,AR,72032,35.109764,-92.445479,www.arthursbeautycollege.com/
Arthur's Beauty College,Jacksonville,Arkansas ,AR,72076,34.891572,-92.102579,arthursbeautycollege.com/
Arthur's Beauty College,Jonesboro,Arkansas ,AR,72401,35.817823,-90.68152,www.arthursbeautycollege.com/
Artistic Academy of Hair Design,Morris Plains,New Jersey ,NJ,07950,40.855589,-74.486405,www.artisticacademy.com/
Artistic Nails and Beauty Academy-Lakeland,Lakeland,Florida ,FL,33801,28.053634,-81.94718,https://www.artistic.edu/
Artistic Nails and Beauty Academy-Tampa,Tampa,Florida ,FL,33605,27.951358,-82.403486,https://www.artistic.edu/
Asbury Theological Seminary,Wilmore,Kentucky ,KY,40390-1199,37.861561,-84.660127,www.asburyseminary.edu/
Asbury University,Wilmore,Kentucky ,KY,40390-1198,37.862029,-84.662606,https://www.asbury.edu/
Ascent College,Hampton,Virginia ,VA,23666,37.04127,-76.409526,ascent.edu/
Asher College,Sacramento,California ,CA,95825,38.587784,-121.415767,www.asher.edu/
Asher Institute of Hampton,Hampton,Virginia ,VA,23666,37.026859,-76.425917,www.aiofhampton.edu/
Asheville-Buncombe Technical Community College,Asheville,North Carolina ,NC,28801-4897,35.570439,-82.554826,www.abtech.edu/
Ashford University,San Diego,California ,CA,92123,32.8273,-117.141961,www.uagc.edu/
Ashland Community and Technical College,Ashland,Kentucky ,KY,41101-3683,38.469201,-82.650664,https://ashland.kctcs.edu/
Ashland County-West Holmes Career Center,Ashland,Ohio ,OH,44805-9377,40.801018,-82.266808,www.acwhcc.org/
Ashland University,Ashland,Ohio ,OH,44805,40.861755,-82.321061,https://www.ashland.edu/
Ashtabula County Technical and Career Campus,Jefferson,Ohio ,OH,44047,41.746864,-80.733023,www.atech.edu/
Asian-American International Beauty College,Westminster,California ,CA,92683,33.759524,-117.991643,www.aabeautycollege.com/
Asnuntuck Community College,Enfield,Connecticut ,CT,06082,41.998409,-72.570177,www.asnuntuck.edu/
Aspen Beauty Academy of Laurel,Laurel,Maryland ,MD,20724,39.099633,-76.822219,www.aspenlaurel.edu/
Aspen University,Phoenix,Arizona ,AZ,85040,39.68614,-104.939111,www.aspen.edu/
Assabet Valley Regional Technical School,Marlborough,Massachusetts ,MA,01752,42.36775,-71.567281,www.assabet.org/
Associated Barber College of San Diego,San Diego,California ,CA,92101-4210,32.719318,-117.159908,sandiegobarbercollege.com/
Associated Beth Rivkah Schools,Brooklyn,New York ,NY,11225-0000,40.665544,-73.950704,https://www.bethrivkah.edu/dhl
Associated Technical College-Los Angeles,Los Angeles,California ,CA,90017-1604,34.056102,-118.272364,www.atcla.edu/
Associated Technical College-San Diego,San Diego,California ,CA,92108-1630,32.773178,-117.135196,www.atcsd.edu/
Assumption College for Sisters,Denville,New Jersey ,NJ,07834,40.905857,-74.490693,www.acs350.org/
Assumption University,Worcester,Massachusetts ,MA,01609-1296,42.294226,-71.828991,https://www.assumption.edu/
Atelier Esthetique Institute of Esthetics,New York,New York ,NY,10001,40.746376,-73.995669,www.aeinstitute.net/
Atenas College,Manati,Puerto Rico ,PR,00674-0000,18.429776,-66.488422,www.atenascollege.edu/
Athena Career Academy,Toledo,Ohio ,OH,43615,41.614633,-83.665339,www.athenacareers.edu/
Athenaeum of Ohio,Cincinnati,Ohio ,OH,45230-2091,39.082926,-84.371927,www.athenaeum.edu/
Athens State University,Athens,Alabama ,AL,35611,34.806793,-86.964698,www.athens.edu/
Athens Technical College,Athens,Georgia ,GA,30601,33.990183,-83.339598,www.athenstech.edu/
Atlanta Institute of Music and Media,Duluth,Georgia ,GA,30096,33.961164,-84.105311,aimm.edu/
Atlanta Metropolitan State College,Atlanta,Georgia ,GA,30310-4448,33.70893,-84.404659,www.atlm.edu/
Atlanta School of Massage,Atlanta,Georgia ,GA,30338,33.922131,-84.311332,www.atlantaschoolofmassage.com/
Atlanta Technical College,Atlanta,Georgia ,GA,30310-4446,33.712009,-84.404995,https://atlantatech.edu/
Atlanta's John Marshall Law School,Atlanta,Georgia ,GA,30303,33.793394,-84.387898,www.johnmarshall.edu/
Atlantic Cape Community College,Mays Landing,New Jersey ,NJ,08330-2699,39.462081,-74.680019,www.atlantic.edu/
Atlantic Institute of Oriental Medicine,Fort Lauderdale,Florida ,FL,33301-3510,26.121964,-80.142235,www.atom.edu/
Atlantic Technical College,Coconut Creek,Florida ,FL,33063-3902,26.24278,-80.192271,www.atlantictechnicalcollege.edu/
Atlantic University College,Guaynabo,Puerto Rico ,PR,00970,18.357395,-66.111714,www.atlanticu.edu/
Atlantis University,Miami,Florida ,FL,33132,25.788978,-80.18942,www.atlantisuniversity.edu/
Auburn Career Center,Concord Twp,Ohio ,OH,44077,41.649238,-81.243798,www.auburncc.org/
Auburn University,Auburn,Alabama ,AL,36849,32.599378,-85.488258,www.auburn.edu/
Auburn University at Montgomery,Montgomery,Alabama ,AL,36117-3596,32.36736,-86.177544,www.aum.edu/
Augsburg University,Minneapolis,Minnesota ,MN,55454,44.966307,-93.240436,www.augsburg.edu/
Augusta School of Massage,Evans,Georgia ,GA,30809,33.529159,-82.135503,www.augustamassage.com/
Augusta Technical College,Augusta,Georgia ,GA,30906,33.418992,-82.048439,www.augustatech.edu/
Augusta University,Augusta,Georgia ,GA,30912,33.47037,-81.989071,www.augusta.edu/
Augustana College,Rock Island,Illinois ,IL,61201-2296,41.502365,-90.55057,www.augustana.edu/
Augustana University,Sioux Falls,South Dakota ,SD,57197-0001,43.525148,-96.736975,www.augie.edu/
Auguste Escoffier School of Culinary Arts-Austin,Austin,Texas ,TX,78752,30.326455,-97.717865,www.escoffier.edu/
Auguste Escoffier School of Culinary Arts-Boulder,Boulder,Colorado ,CO,80305,39.983475,-105.250075,www.escoffier.edu/
Aultman College of Nursing and Health Sciences,Canton,Ohio ,OH,44710-1797,40.796186,-81.404053,https://www.aultmancollege.edu/
Aurora University,Aurora,Illinois ,IL,60506-4892,41.753631,-88.349023,https://aurora.edu/
Austin Career Institute,Austin,Texas ,TX,78757-7066,30.36933,-97.726714,www.austincareerinstitute.edu/
Austin College,Sherman,Texas ,TX,75090-4400,33.646345,-96.596331,www.austincollege.edu/
Austin Community College District,Austin,Texas ,TX,78752,30.322744,-97.712505,www.austincc.edu/
Austin Graduate School of Theology,Austin,Texas ,TX,78752,30.343842,-97.711751,www.austingrad.edu/
Austin Kade Academy,Idaho Falls,Idaho ,ID,83404-5540,43.482859,-112.001128,www.austinkade.com/
Austin Peay State University,Clarksville,Tennessee ,TN,37044,36.533319,-87.354081,www.apsu.edu/
Austin Presbyterian Theological Seminary,Austin,Texas ,TX,78705-5711,30.29201,-97.736958,https://www.austinseminary.edu/
Austin Presbyterian Theological Seminary- YMCA Outdoor Center,Antioch,Tennessee ,TN,37013-2791,nan,nan,https://www.austinseminary.edu/
Austin's Beauty College Inc,Clarksville,Tennessee ,TN,37040-1121,36.521386,-87.362846,www.austinbeautycollege.com/
Automeca Technical College-Aguadilla,Aguadilla,Puerto Rico ,PR,00605,18.448502,-67.1418,www.automeca.com/
Automeca Technical College-Bayamon,Bayamon,Puerto Rico ,PR,00961,18.406325,-66.180088,www.automeca.com/
Automeca Technical College-Caguas,Caguas,Puerto Rico ,PR,00725,18.230554,-66.037144,www.automeca.com/
Automeca Technical College-Ponce,Ponce,Puerto Rico ,PR,00731,18.011391,-66.636854,www.automeca.com/
Automotive Training Center-Exton,Exton,Pennsylvania ,PA,19341-1310,40.058206,-75.643079,www.autotraining.edu/
Automotive Training Center-Warminster,Warminster,Pennsylvania ,PA,18974,40.200656,-75.075375,www.autotraining.edu/
Autry Technology Center,Enid,Oklahoma ,OK,73703-2506,36.419122,-97.89719,autrytech.edu/
Avalon Institute-Aurora,Aurora,Colorado ,CO,80014,39.676308,-104.848602,avalon.edu/locations/aurora-co/
Avalon Institute-Layton,Layton,Utah ,UT,84041,41.089919,-112.003639,avalon.edu/locations/layton-ut/
Avalon Institute-Mesa,Mesa,Arizona ,AZ,85210,33.376583,-111.858305,avalon.edu/locations/mesa-az/
Avalon Institute-Phoenix,Phoenix,Arizona ,AZ,85022,33.641761,-112.068,avalon.edu/locations/phoenix-az/
Avalon School of Cosmetology,Worthington,Minnesota ,MN,56187,43.631842,-95.602503,www.avaloncosmetologyschool.com/
Ave Maria School of Law,Naples,Florida ,FL,34119,26.242138,-81.731358,https://www.avemarialaw.edu/
